article_id,citation,year,title,region,study_context,study_type,main_regeneration_frame,root_terms_present,seed_terms_present,root_term_count_rough,seed_term_count_rough,root_terms_location,seed_terms_location,root_treatment_score,seed_treatment_score,root_framing,seed_framing,root_evidence_type,seed_evidence_type,does_article_assume_suckering,does_article_distinguish_seed_vs_sucker,compares_seed_and_sucker,genetic_validation,physical_validation,main_claim_about_regeneration,important_quote_root,important_quote_seed,page_root,page_seed,relevance_to_thesis,notes
AB_0091,"Rentch J.S.; Hicks Jr. R.R. (2005). Changes in presettlement forest composition for five areas in the central hardwood forest, 1784-1990",2005,"Changes in presettlement forest composition for five areas in the central hardwood forest, 1784-1990",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0092,Bognounou F.; Paré D.; Laganière J. (2023). Changes in seedlings’ composition and abundance following soil scarification and amendments in a northern hardwood forest,2023,Changes in seedlings’ composition and abundance following soil scarification and amendments in a northern hardwood forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0093,Runkle J.R. (1998). Changes in southern appalachian canopy tree gaps sampled thrice,1998,Changes in southern appalachian canopy tree gaps sampled thrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0094,"Duchesne L.; Ouimet R.; Moore J.-D.; Paquin R. (2005). Changes in structure and composition of maple-beech stands following sugar maple decline in Québec, Canada",2005,"Changes in structure and composition of maple-beech stands following sugar maple decline in Québec, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0095,Bognounou F.; Paré D.; Laganière J. (2024). Changes in understory plant communities following soil scarification and amendments in a Northern Hardwood Forest,2024,Changes in understory plant communities following soil scarification and amendments in a Northern Hardwood Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0096,Morris M.M.J.; Lemon R.E. (1983). Characteristics of vegetation and topography near red-shouldered hawk nests in southwestern Quebec.,1983,Characteristics of vegetation and topography near red-shouldered hawk nests in southwestern Quebec.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0097,"Stauder C.M.; Garnas J.R.; Morrison E.W.; Salgado-Salazar C.; Kasson M.T. (2020). Characterization of mating type genes in heterothallic Neonectria species, with emphasis on N. coccinea, N. ditissima, and N. faginata",2020,"Characterization of mating type genes in heterothallic Neonectria species, with emphasis on N. coccinea, N. ditissima, and N. faginata",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0098,Rollinson C.R.; Alexander M.R.; Dye A.W.; Moore D.J.P.; Pederson N.; Trouet V. (2021). Climate sensitivity of understory trees differs from overstory trees in temperate mesic forests,2021,Climate sensitivity of understory trees differs from overstory trees in temperate mesic forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0099,Latham R.E. (1992). Co-occurring tree species change rank in seedling performance with resources varied experimentally,1992,Co-occurring tree species change rank in seedling performance with resources varied experimentally,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0100,Takahashi K.; Arii K.; Lechowicz M.J. (2010). Codominance of Acer saccharum and Fagus grandifolia: The role of Fagus root sprouts along a slope gradient in an old-growth forest,2010,Codominance of Acer saccharum and Fagus grandifolia: The role of Fagus root sprouts along a slope gradient in an old-growth forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0101,"Messier C.; Bélanger N.; Brisson J.; Lechowicz M.J.; Gravel D. (2011). Comment on ""Present-day expansion of American beech in northeastern hardwood forests: Does soil base status matter?""",2011,"Comment on ""Present-day expansion of American beech in northeastern hardwood forests: Does soil base status matter?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0102,Ozier T.B.; Groninger J.W.; Ruffner C.M. (2006). Community composition and structural changes in a managed Illinois Ozark Hills forest,2006,Community composition and structural changes in a managed Illinois Ozark Hills forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0103,"Gordon D.A.R.; Burke D.J.; Carrino-Kyker S.R.; Bashian-Victoroff C.; Mabrouk A.I.; Van Stan J.T., II (2025). Community Composition of Microbial Eukaryotes Transported by Stemflow from Fagus grandifolia Ehrh. (American Beech) Trees in Northeastern Ohio (USA)",2025,Community Composition of Microbial Eukaryotes Transported by Stemflow from Fagus grandifolia Ehrh. (American Beech) Trees in Northeastern Ohio (USA),,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0104,Bigelow S.W.; Canham C.D. (2002). Community organization of tree species along soil gradients in a north-eastern USA forest,2002,Community organization of tree species along soil gradients in a north-eastern USA forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0105,Hagemann U.; Van Der Kelen G.; Wagner S. (2013). Comparative assessment of natural regeneration quality in two northern hardwood stands,2013,Comparative assessment of natural regeneration quality in two northern hardwood stands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0106,"Van Driesche R.G.; Japoshvili G. (2012). Comparative densities of beech scale, Cryptococcus fagisuga, (Hemiptera: Eriococcidae) in the country of Georgia and Massachusetts (USA), parts of its native and invaded ranges, on two species of beech",2012,"Comparative densities of beech scale, Cryptococcus fagisuga, (Hemiptera: Eriococcidae) in the country of Georgia and Massachusetts (USA), parts of its native and invaded ranges, on two species of beech",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0107,Salgado-Salazar C.; Skaltsas D.N.; Phipps T.; Castlebury L.A. (2021). Comparative genome analyses suggest a hemibiotrophic lifestyle and virulence differences for the beech bark disease fungal pathogens Neonectria faginata and Neonectria coccinea,2021,Comparative genome analyses suggest a hemibiotrophic lifestyle and virulence differences for the beech bark disease fungal pathogens Neonectria faginata and Neonectria coccinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0108,Angers V.A.; Messier C.; Beaudet M.; Leduc A. (2005). Comparing composition and structure in old-growth and harvested (selection and diameter-limit cuts) northern hardwood stands in Quebec,2005,Comparing composition and structure in old-growth and harvested (selection and diameter-limit cuts) northern hardwood stands in Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0109,"Veinotte C.; Freedman B.; Maass W.; Kirstein F. (2003). Comparison of the ground vegetation in spruce plantations and natural forest in the greater fundy ecosystem, New Brunswick",2003,"Comparison of the ground vegetation in spruce plantations and natural forest in the greater fundy ecosystem, New Brunswick",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0110,Mason M.E.; Koch J.L.; Krasowski M.; Loo J. (2013). Comparisons of protein profiles of beech bark disease resistant and susceptible American beech (Fagus grandifolia),2013,Comparisons of protein profiles of beech bark disease resistant and susceptible American beech (Fagus grandifolia),,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0111,Bose A.K.; Alcalá-Pajares M.; Kern C.C.; Montoro-Girona M.; Thiffault N. (2023). Complex regeneration responses of eight tree species to partial harvest in mixedwood forests of northeastern North America,2023,Complex regeneration responses of eight tree species to partial harvest in mixedwood forests of northeastern North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0112,Cook R.E.; Williams C.E. (2011). Composition and structure of Riparian forest dominated by Tsuga canadensis: Contrasts between old-growth and second-growth stands in Northwestern Pennsylvania,2011,Composition and structure of Riparian forest dominated by Tsuga canadensis: Contrasts between old-growth and second-growth stands in Northwestern Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0113,Holzmueller E.J.; Groninger J.W.; Ruffner C.M.; Ozier T.B. (2011). Composition of oak stands in the Illinois Ozark Hills 2 decades following light harvesting and no cutting,2011,Composition of oak stands in the Illinois Ozark Hills 2 decades following light harvesting and no cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0114,"McCarthy B.C.; Small C.J.; Rubino D.L. (2001). Composition, structure and dynamics of Dysart Woods, an old-growth mixed mesophytic forest of southeastern Ohio",2001,"Composition, structure and dynamics of Dysart Woods, an old-growth mixed mesophytic forest of southeastern Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0115,Sipe T.W.; Yamulla R.J. (2021). Compositional dynamics and light regimes in a midwestern old-growth forest preserve,2021,Compositional dynamics and light regimes in a midwestern old-growth forest preserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0116,Sanders S.; Kirschbaum J.; Schafer N.L.; Gehring J.S. (2023). Comprehensive Assessment of White-Tailed Deer Browse in the Presence of Beech Bark Disease at a Great Lakes National Park,2023,Comprehensive Assessment of White-Tailed Deer Browse in the Presence of Beech Bark Disease at a Great Lakes National Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0117,Guan H.; Dong X.; Yan G.; Searls T.; Bourque C.P.-A.; Meng F.-R. (2021). Conditional inference trees in the assessment of tree mortality rates in the transitional mixed forests of Atlantic Canada,2021,Conditional inference trees in the assessment of tree mortality rates in the transitional mixed forests of Atlantic Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0118,"Worth J.R.P.; Mori H.; Kitamura K. (2021). Confirmation of clonal reproduction of Fagus crenata Blume from Sado Island, Niigata Prefecture",2021,"Confirmation of clonal reproduction of Fagus crenata Blume from Sado Island, Niigata Prefecture",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0119,Pond S.E. (2008). Conservation and propagation of American beech (Fagus grandifolia EHRH.) through somatic embryogenesis,2008,Conservation and propagation of American beech (Fagus grandifolia EHRH.) through somatic embryogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0120,"Rowden A.; Robertson A.; Allnutt T.; Heredia S.; Williams-Linera G.; Newton A.C. (2004). Conservation genetics of Mexican beech, Fagus grandifolia var. mexicana",2004,"Conservation genetics of Mexican beech, Fagus grandifolia var. mexicana",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0121,Snell R.S.; Cowling S.A. (2015). Consideration of dispersal processes and northern refugia can improve our understanding of past plant migration rates in North America,2015,Consideration of dispersal processes and northern refugia can improve our understanding of past plant migration rates in North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0122,Kiel N.G.; Tourville J.C.; Wason J.W.; Dovciak M. (2026). Conspecific Adult Dominance Interacts With Microsite Factors to Influence Forest Regeneration Patterns Across Elevation,2026,Conspecific Adult Dominance Interacts With Microsite Factors to Influence Forest Regeneration Patterns Across Elevation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0123,Ramage B.S.; Mangana I.J. (2017). Conspecific negative density dependence in American beech,2017,Conspecific negative density dependence in American beech,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0124,Tissier M.L.; Réale D.; Garant D.; Bergeron P. (2020). Consumption of red maple in anticipation of beech mast-seeding drives reproduction in eastern chipmunks,2020,Consumption of red maple in anticipation of beech mast-seeding drives reproduction in eastern chipmunks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0125,Duchesne L.; Guillemette F.; Bédard S.; Ouimet R. (2025). Contemporary issues in Quebec's temperate forest - Part 1: Portrait of the forest territory; [Enjeux contemporains en forêt tempérée au Québec — Partie 1: Portrait du territoire forestier],2025,Contemporary issues in Quebec's temperate forest - Part 1: Portrait of the forest territory; [Enjeux contemporains en forêt tempérée au Québec — Partie 1: Portrait du territoire forestier],,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0126,Guillemette F.; Bédard S.; Duchesne L.; Ouimet R. (2025). Contemporary issues in Quebec's temperate forest - Part 2: Biological invasions; [Enjeux contemporains en forêt tempérée au Québec — Partie 2: Les invasions biologiques],2025,Contemporary issues in Quebec's temperate forest - Part 2: Biological invasions; [Enjeux contemporains en forêt tempérée au Québec — Partie 2: Les invasions biologiques],,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0127,Duchesne L.; Guillemette F.; Bédard S.; Ouimet R. (2025). Contemporary Issues in Québec’s Temperate Forest — Part 1: Profile of the Forests,2025,Contemporary Issues in Québec’s Temperate Forest — Part 1: Profile of the Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0128,Guillemette F.; Bédard S.; Duchesne L.; Ouimet R. (2025). Contemporary issues in Québec’s temperate forest — Part 2: Biological invasions,2025,Contemporary issues in Québec’s temperate forest — Part 2: Biological invasions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0129,Telfer E.S. (2004). Continuing environmental change - An example from Nova Scotia,2004,Continuing environmental change - An example from Nova Scotia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0130,Peterson C.J.; Facelli J.M. (1992). Contrasting germination and seedling growth of Betula alleghaniensis and Rhus typhina subjected to various amounts and types of plant litter,1992,Contrasting germination and seedling growth of Betula alleghaniensis and Rhus typhina subjected to various amounts and types of plant litter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0131,Horsley S.B. (1988). Control of understory vegetation in Allegheny hardwood stands with Oust,1988,Control of understory vegetation in Allegheny hardwood stands with Oust,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0132,Kochenderfer J.D.; Kochenderfer J.N.; Miller G.W. (2006). Controlling beech root and stump sprouts using the cut-stump treatment,2006,Controlling beech root and stump sprouts using the cut-stump treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0133,Crozier C.R.; Boerner R.E.J. (1984). Correlations of understory herb distribution patterns with microhabitats under different tree species in a mixed mesophytic forest,1984,Correlations of understory herb distribution patterns with microhabitats under different tree species in a mixed mesophytic forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0134,"Babl E.; Alexander H.D.; Siegert C.M.; Willis J.L. (2020). Could canopy, bark, and leaf litter traits of encroaching non-oak species influence future flammability of upland oak forests?",2020,"Could canopy, bark, and leaf litter traits of encroaching non-oak species influence future flammability of upland oak forests?",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0135,Brommit A.G.; Charbonneau N.; Contreras T.A.; Fahrig L. (2004). Crown loss and subsequent branch sprouting of forest trees in response to a major ice storm,2004,Crown loss and subsequent branch sprouting of forest trees in response to a major ice storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0136,Schedlbauer J.L.; Polohovich S. (2020). Current and Future Carbon Storage Capacity in a Southeastern Pennsylvania Forest,2020,Current and Future Carbon Storage Capacity in a Southeastern Pennsylvania Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0137,Rodríguez-Ramírez E.C.; Sánchez-González A.; Ángeles-Pérez G. (2013). Current distribution and coverage of Mexican beech forests Fagus grandifolia subsp. mexicana in Mexico,2013,Current distribution and coverage of Mexican beech forests Fagus grandifolia subsp. mexicana in Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0138,Lariviere S.; Huot J.; Samson C. (1994). Daily activity patterns of female black bears in a northern mixed-forest environment,1994,Daily activity patterns of female black bears in a northern mixed-forest environment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0139,Tobiessen P. (1982). Dark opening of stomata in successional trees,1982,Dark opening of stomata in successional trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0140,Moroni M.T.; Ryan D.A.J. (2010). Deadwood abundance in recently harvested and old nova scotia hardwood forests,2010,Deadwood abundance in recently harvested and old nova scotia hardwood forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0141,Xu B.; Pan Y.; Plante A.F.; Johnson A.; Cole J.; Birdsey R. (2016). Decadal change of forest biomass carbon stocks and tree demography in the Delaware River Basin,2016,Decadal change of forest biomass carbon stocks and tree demography in the Delaware River Basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0142,Goraya M.; Kantor C.; Vieira P.; Martin D.; Kantor M. (2024). Deciphering the vectors: Unveiling the local dispersal of Litylenchus crenatae ssp. mccannii in the American beech (Fagus grandifolia) forest ecosystem,2024,Deciphering the vectors: Unveiling the local dispersal of Litylenchus crenatae ssp. mccannii in the American beech (Fagus grandifolia) forest ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
